VD000C28,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:23
VD002079,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:23
VD0010C4,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:23
VD001301,Coca-Cola,2.00,denied,2020-01-01,00:00:23
VD001C23,Pepsi,2.00,approved,2020-01-01,00:00:23
VD0001FE,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:23
VD0016E0,Diet Pepsi,2.00,denied,2020-01-01,00:00:23
VD002562,Coca-Cola,2.00,approved,2020-01-01,00:00:23
VD000101,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:23
VD0019B9,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:24
VD001431,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:24
VD002284,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:24
VD002598,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:24
VD00144A,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:24
VD0021CA,Coca-Cola,2.00,approved,2020-01-01,00:00:24
VD0012D0,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:24
VD0000D6,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:24
VD001803,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:24
VD0009B9,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:24
VD00170D,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:24
VD001F5F,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:25
VD000B11,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:25
VD000B13,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:25
VD00266F,Diet Pepsi,2.00,denied,2020-01-01,00:00:25
VD001DDB,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:25
VD000E83,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:25
VD000464,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:25
VD000C58,Coca-Cola,2.00,approved,2020-01-01,00:00:25
VD0021D2,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:25
VD001F2C,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:25
VD00067F,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:25
VD00060E,Mountain Dew Pitch Black,1.50,approved,2020-01-01,00:00:26
VD00128E,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:26
VD00057B,Mountain Dew Live Wire,1.50,denied,2020-01-01,00:00:26
VD0002F6,Mountain Dew ICE Cherry,1.50,approved,2020-01-01,00:00:26
VD001324,Coca-Cola,2.00,approved,2020-01-01,00:00:26
VD000153,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:26
VD001AD3,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:26
VD00194D,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:26
VD001C8D,Mountain Dew Sangrita,1.50,denied,2020-01-01,00:00:26
VD002445,Coca-Cola,2.00,approved,2020-01-01,00:00:26
VD000C4C,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:26
VD002228,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:27
VD001F32,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:27
VD0016DF,Mountain Dew Sangrita,1.50,denied,2020-01-01,00:00:27
VD000B50,Mountain Dew White Out,1.50,approved,2020-01-01,00:00:27
VD000056,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:27
VD00026C,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:27
VD002293,Coca-Cola,2.00,denied,2020-01-01,00:00:27
VD00163B,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:27
VD000462,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:27
VD000665,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:27
VD0010EB,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:27
VD001863,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:28
VD001A4D,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:28
VD000980,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:28
VD002363,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:28
VD0019CE,Pepsi,2.00,denied,2020-01-01,00:00:28
VD000B83,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:28
VD000AE0,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:28
VD002409,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:28
VD0014B9,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:28
VD000CD0,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:28
VD00039E,Mountain Dew Baja Blast,1.50,approved,2020-01-01,00:00:28
VD00034A,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:29
VD001C1D,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:29
VD001BF5,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:29
VD000A4C,Mountain Dew Game Fuel,1.50,denied,2020-01-01,00:00:29
VD0005C2,Diet Pepsi,2.00,approved,2020-01-01,00:00:29
VD0011D4,Pepsi,2.00,denied,2020-01-01,00:00:29
VD0017B4,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:29
VD001E6E,Mountain Dew ICE Cherry,1.50,denied,2020-01-01,00:00:29
VD0006B8,Coca-Cola,2.00,approved,2020-01-01,00:00:29
VD000142,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:29
VD00187C,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:29
VD000DD0,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:30
VD0009DB,Coca-Cola,2.00,approved,2020-01-01,00:00:30
VD000487,Mountain Dew Voltage,1.50,denied,2020-01-01,00:00:30
VD001F4B,Coca-Cola,2.00,approved,2020-01-01,00:00:30
VD0026EA,Pepsi,2.00,approved,2020-01-01,00:00:30
VD001CA5,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:30
VD0023D9,Coca-Cola Vanilla,2.00,denied,2020-01-01,00:00:30
VD000696,Coca-Cola,2.00,denied,2020-01-01,00:00:30
VD002597,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:30
VD000D84,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:30
VD0008C7,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:30
VD00253F,Coca-Cola Cherry,2.00,approved,2020-01-01,00:00:31
VD00217D,Mountain Dew ICE Cherry,1.50,approved,2020-01-01,00:00:31
VD000DA7,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:31
VD000531,Coca-Cola Cherry,2.00,denied,2020-01-01,00:00:31
VD0025AC,Pepsi,2.00,approved,2020-01-01,00:00:31
VD001B3F,Pepsi,2.00,approved,2020-01-01,00:00:31
VD0005A3,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:31
VD00132C,Mountain Dew Code Red,1.50,approved,2020-01-01,00:00:31
VD001D77,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:31
VD0011B5,Mountain Dew Baja Blast,1.50,denied,2020-01-01,00:00:31
VD001799,Diet Pepsi,2.00,denied,2020-01-01,00:00:31
VD001B4A,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:32
VD00131E,Coca-Cola Vanilla,2.00,approved,2020-01-01,00:00:32
VD000295,Mountain Dew Sangrita,1.50,approved,2020-01-01,00:00:32
VD00249B,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:32
VD0002FE,Mountain Dew Voltage,1.50,approved,2020-01-01,00:00:32
VD000E30,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:32
VD0018E2,Mountain Dew Pitch Black,1.50,denied,2020-01-01,00:00:32
VD000594,Pepsi,2.00,denied,2020-01-01,00:00:32
VD0016C5,Coca-Cola,2.00,approved,2020-01-01,00:00:32
VD001B79,Mountain Dew White Out,1.50,denied,2020-01-01,00:00:32
VD00103A,Mountain Dew Live Wire,1.50,approved,2020-01-01,00:00:32
VD00187A,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:33
VD0023A9,Mountain Dew Code Red,1.50,denied,2020-01-01,00:00:33
VD001443,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:33
VD001D65,Mountain Dew Game Fuel,1.50,approved,2020-01-01,00:00:33
